name,face_sentiment,text,Lidor,Liora,Roee,Barak,Ania,Or,Ben,Skyler
PRES_AMERICALEADS_ENDORSED,,"In 2006 senator Barack Obama said that raising America's debt limit is a sign of leadership failure. But now President Obama says, we have to extend this debt ceiling through the next election. Why under Obama the national debt is up 35 percent, unemployment is up 18%? And while reckless spending hurts our economy, the president wants to trillion dollars in new debt to get through the next election. President Obama, put America's needs ahead of partisan politics.",center,center,center,0,center,0,center,center
PRES_AMERICANCROSSROADS_FORWARD,"[[0.07513957098126411, 6.276376244126628e-06, 5.072278635842459, 0.050882699101098945, 2.6294176067624773, 1.0335133993066847e-05, 6.457978912762234], [0.06032258804355349, 2.636855924720294e-05, 2.304854989051819, 0.08324231686336654, 0.1812415330537728, 3.159294205293658e-05, 11.655995675495692], [0.00022146463639468754, 4.523611643999662e-08, 0.08764151882912431, 7.379670654024396, 0.007215109820078526, 0.00014742332236242613, 6.810818825449262], [0.7728142786826399, 6.074906128300773e-07, 1.8505426467111883, 0.001943913669823888, 7.9556815230807345, 0.016190707285339508, 3.688541494434058], [0.41882640549114775, 3.698141881613992e-06, 1.1889626937253135, 0.01244697320674147, 3.7776572363717213, 0.014902405174715179, 8.87291431427002], [0.028256721630556807, 2.592164440953899e-07, 3.7263230725146816, 0.06975593320732697, 11.413680915841008, 8.123072749372224e-05, 1.4216274705547522], [0.7882887638981231, 0.22932410845192433, 7.775276123233061, 0.006119111434120665, 4.470686934587079, 0.9538264219553974, 0.06219309697792664], [1.4342734046482375, 5.688502002059777e-07, 9.740139394908056, 0.010969199441793994, 4.740036988947809, 0.04843918865857307, 0.3526721717622404], [11.34953821937329, 0.003980368978903403, 1.2218236587112767, 0.004572897640410563, 0.9630843506675998, 0.10868578333557063, 0.6340290132437697], [1.293520735842841, 0.024882557668856213, 2.717390869344984, 0.0042221712647005916, 8.511786801474434, 0.01746178770970021, 1.716450069631849]]","He has prosecuted terrorists. He tells it like it is. Chris Christie's leadership is right for these dangerous times. Christy is the conservative republican needed to take the fight to Hillary Clinton. Who you want across from Hillary Rodham Clinton to prosecute the case against her and her failed record? We have to stop her from being president. You need to go to the first of do you believe is the most tested, the most ready and the most mature to make the hard decisions of this country needs to make to get back on the right track. America Leads is responsible for this advertising.",center,center,center,0,center,0,center,center
PRES_AMERICANCROSSROADS_HIT,"[[0.02414070304717936, 6.083308942932369e-06, 8.320428520093506, 0.006003746510525411, 4.662240375886853, 0.0036092209228317093, 3.6016474486092442], [0.01814733290053849, 3.043941050619115e-09, 1.1197457657835213, 0.021846315522946306, 11.214182585372773, 0.00043404960587259785, 4.291318599969654], [0.12398151440394294, 3.918270504756182e-07, 0.37427616690523297, 4.978431399835452e-05, 5.433793649994871, 3.4120872291903254e-06, 10.733570327818871], [0.0019732897292450693, 8.263912103112594e-07, 3.307568409878672, 0.0011048108053877575, 12.800639041717398, 0.0001890106487207647, 0.5482504615379046], [0.029587458403741346, 5.551166192262289e-08, 3.1885254786043196, 0.006575381989933958, 11.951521559519998, 5.114163705639561e-06, 1.4835100312270484], [0.022342526916339426, 6.040444692688907e-12, 2.2819338178303608, 0.0020976588229713127, 0.8183664286118866, 0.0003731034164071419, 13.54141180477643], [0.1611428078720156, 2.000727105077695e-06, 0.06502719166301361, 0.08138945357094765, 3.044499745782541, 0.0011033870748089708, 12.97336632103127], [0.16633172019189893, 2.5801925168017033e-07, 0.03619614096164179, 0.020877390211063503, 2.3962584755757264, 0.0001175409439181108, 13.706748962465246], [0.03392547377507733, 9.354762888057855e-08, 9.214696205954919, 0.007670932461823114, 1.664328604427731, 0.8914934057978218, 4.847610496595062], [0.42133368445378433, 6.705334800756004e-08, 4.912497309876735, 0.01402432286984637, 4.588148891132625, 0.055054113691050906, 6.668666886704651], [0.06607265222270887, 0.0001317128640887625, 0.3335903932344445, 0.06620056271078009, 9.326263576169609, 0.0002712528906190382, 4.4931836391809075], [0.3640433339424928, 4.421670050513582e-05, 0.04164613286898937, 0.04234753509938299, 2.851097158743993, 0.00014616448631431912, 10.986388974449927], [4.976615735462734, 0.011007814568334393, 1.3358252389090401, 0.19566004297563008, 6.989230002675738, 0.0037124405415462597, 0.773663552744048], [0.2156779170036316, 7.376139105222787e-05, 0.02501506158815963, 0.007840822217985988, 7.707210097994123, 8.286666083482227e-06, 6.329888105392456], [0.7841463599886213, 0.0022524088438201162, 0.4910476505756378, 0.5229224051748004, 7.659387588500977, 0.0014810052692025369, 4.824477434158325], [0.24062882044485637, 0.0008040194578435538, 0.3010912931391171, 0.004922291347091752, 12.732901743480138, 2.9982516025484074e-05, 1.005336003644126], [0.08228212328893798, 5.801879784225353e-05, 0.10380867336477552, 0.08092322386801243, 11.432831627982003, 0.000170079757871073, 2.5856403367859975]]","President Obama says he will move us forward. But where's he taken us so far? America's worst economic recovery ever, 23 million of us without full-time work family and comes down. 40% living paycheck to paycheck and Obamacare's new tax on middle class families. All while Obama racked up five trillion more in debt. Is that really forward or backward? American Crossroads is responsible for the content of this advertising.",0,center,0,center,0,both,center,center
PRES_AMERICANCROSSROADS_SACK_IT,"[[3.199809554633642, 0.07225707870125388, 2.7235581965523736, 0.01161344518390397, 8.266704064326017, 0.00697107461720724, 0.004800928244475788], [6.9998902933938165, 0.006775011674367956, 1.6585461795330048, 0.037794217600354126, 5.35804203578404, 0.0091103687217193, 0.21555556782654353], [0.18727627715894155, 2.8158141215531683e-07, 0.14376056247523852, 0.0054985787885795745, 11.510786839893886, 0.0001756954458999514, 2.4382167628833225], [0.17004200339567682, 1.4332561389514428e-07, 0.00706927510471153, 0.46916143838107643, 6.135861302708124, 4.310995723592495e-05, 7.503537216567657], [0.006699433567227593, 3.101936240641966e-10, 0.17826665721393656, 4.560243114486223e-06, 11.388900956465632, 1.1277149956098867e-06, 2.7118426388144234], [0.09065967335646005, 2.993201282029128e-08, 0.025076797959635695, 0.0007156923281075867, 8.090113003437706, 1.2494263114738763e-06, 6.079148693664429], [1.3476569295432586e-05, 6.890170148687026e-14, 0.02836434370172875, 1.485373266924788e-05, 13.203552791050502, 7.074799412976063e-07, 1.0537682899406977], [0.12139305472373962, 9.624482798033438e-08, 0.022178788536361287, 1.1512641395841325, 4.652769650731768, 0.001325411514179515, 8.336784158434186], [0.41553109167914426, 3.7206208333687817e-06, 2.8172256241575258, 0.006470676631116326, 9.17734558447275, 0.11418232310479251, 1.7549557326920555], [0.003846958445917283, 2.592009622810159e-08, 0.005941756951090481, 0.07202706432768277, 1.257551567895072, 7.369147527112675e-06, 12.946339164461408], [0.027768957495157207, 7.436152646026325e-08, 0.057580222242644856, 0.0017381843853010131, 13.869002887180873, 0.00036427063605515286, 0.329260022512504], [0.9513123759201595, 1.4903934340639223e-06, 0.00028351156028553044, 0.43708187128816334, 0.9231698300157275, 2.4753694560786244e-05, 11.97383999824524], [0.00025972718244052624, 4.0656930946902925e-12, 0.07715722812073571, 3.829050975972288e-05, 14.203666789191109, 2.141556925445392e-06, 0.004590153028922421], [0.00016841427818040496, 5.025007470983673e-13, 2.5805819145067028e-05, 1.145020373119873e-05, 0.031529170727091174, 2.7789029014410207e-09, 14.253979921340942], [0.001421247101721487, 9.21766631277267e-10, 0.08389794134667941, 9.383998076373246e-05, 6.117353694779532, 1.364633358694586e-06, 8.082946709224156], [1.9350407379014152, 1.714750145051117e-06, 0.20255760422774724, 0.0011988772062717804, 1.9936540297099523, 0.0008350130104060684, 10.15242678778512], [3.0522642391068593, 6.225916341203888e-06, 0.015022580711437123, 0.00439537938551179, 3.9283556597573415, 1.4834284099509074e-05, 7.2856553963252475]]","""If you are a familiy, making more than 250 thousand dollars a year you will not see your taxes go up..."" ...unless you can't afford health insurance. Because uninsured Americans faced a seven hundred dollar tax under Obamacare, increasing every year. Now it's official. Obama increased taxes on struggling families. The middle class takes another hit. President Obama breaks another promise. American Crossroads is responsible for the content of this advertising.",0,center,0,center,0,center,center,center
PRES_BACHMANN_COURAGE,"[[3.6634926285062517, 0.001165354998582708, 0.000509640241424287, 0.22057503727929934, 1.0223283299377985, 0.0029232633616110043, 9.374720709664482], [0.9810939326004041, 1.9608660800125665e-06, 0.04977279281557373, 0.04830794564795291, 11.597595364993511, 4.483982935708903e-06, 1.6089370418862055], [1.564034952466068, 1.423729008004809e-05, 5.934584710562349, 0.034301713942638506, 1.5801544945396446, 0.03042621507949479, 5.142197677145963], [10.37463630948748, 0.00017675530606149032, 0.28168303625924246, 0.4075834261519568, 1.319376059940883, 0.0719863987926926, 1.8302719507898604], [0.004842953889497689, 1.7487294152423212e-08, 3.827748124811998e-06, 14.256617001124791, 3.9345098100186855e-06, 0.0020215506083332, 0.022225088572927883]]","Mr. President, here's what I want to know. Where are the jobs, you promised? The trillions you spent, where'd it all go? What's there to show for all that new debt? And if we're in a recovery, why are we making less? My family can't afford another four years like this. American Crossroads is responsible for the content of this advertising.",both,both,both,both,both,0,center,center
PRES_BUSH_ENOUGH_60,"[[0.0001260689470673746, 2.0837836241824047e-09, 13.615050594206286, 0.0038970090437227523, 2.551190531570509, 3.2252238369112455e-05, 0.49637018184274], [0.31998484040919273, 0.00034848832519462463, 4.161364939634754, 4.241181949958407, 0.9893522256226674, 2.539325976161291, 2.0341565714486665], [0.003598339313265274, 6.347318487842866e-07, 7.253372685742774, 0.08701093480741151, 7.224510097441906, 0.32930957794131466, 1.7688442433058236], [0.7833230176142284, 6.457052482541517e-05, 0.14065065022025788, 7.87484986441476, 0.11423033263002123, 0.005158405318590147, 5.36743700504303], [0.05780575882645853, 2.750553636690946e-07, 0.052183201377115976, 1.6663754335238028, 14.575545957230716, 6.438390012160512e-05, 0.26610020691116304], [3.3975938470473675e-05, 7.730360263462246e-09, 0.8435623321295297, 0.00834778222492648, 15.62101326077767, 4.04322789008587e-07, 0.19370837767863353], [0.23061286940129352, 0.00011761932333433341, 4.211871982069633, 0.3434009001141015, 1.7898062487184678, 8.530413567064283, 1.5604237402079784], [2.3726231285503934, 0.0002758597215038857, 3.5959371498652866, 0.3448827192187309, 7.849659238542829, 0.01569444513214486, 0.10664163689528193], [0.3020680376461574, 1.1711224244338934e-06, 5.974503925868443, 0.11413411370345525, 7.40199089050293, 0.0023207949457823168, 0.49069481236594065], [0.032932031300038626, 4.289943660639903e-14, 13.431669234860205, 7.15723141396101e-08, 0.004027281557416772, 0.005463372065129374, 0.8116223547057342], [10.163576016639235, 0.0006570914075047245, 1.674216340435525, 0.005117626167926474, 2.320895375918215, 3.6711707102322056e-05, 0.12121544542915581]]","I will not vote to increase the debt ceiling. It goes completely contrary to common sense and how I grew up in Iowa. So here I am in Congress, watching these people borrow more money that we don't have, so that my children can be further indebted. We have to deal with the economic reality and I have the will and I have the courage to see this through. I'm Michele Bachmann and I approve this message.",0,center,center,0,center,both,center,center
PRES_CARSON_OUTSIDE_THE_BOX,"[[0.0022120050912266013, 9.446692809003505e-08, 12.849649190009396, 0.00219727896702901, 1.339697358912766, 0.07858556700772845, 0.013373617479678943], [0.038718701606350284, 2.2597580949325546e-07, 2.8881747807775224, 6.864795940262931, 0.4803353654486792, 0.11106098869017192, 3.9026285920824324], [8.96152632487737e-07, 7.667401730070024e-12, 0.00018694087085493438, 13.802316416736758, 0.07404419376067849, 2.8203610685248466e-09, 0.40916553477459733], [0.004759753805767439, 1.2736178199203272e-10, 13.751326256643736, 0.0001679482241273664, 0.3738466606985384, 0.1555685046654048, 4.587929081119993e-05], [0.00963208622367981, 9.743591444910345e-18, 12.951091278090129, 6.384517168811988e-06, 1.3141802098006985, 0.010776997720569236, 2.7484080498571516e-05]]","""Just one other thing I got to get this off my chest, Donald Trump is a jerk."", ""Donald Trump facing new criticism for something. He did on the campaign trail last night in South Carolina. He appeared to mass a reporter with his disability."", ""I have a 12 year old sons and Italia cerebral palsy and that just made me so angry. I told my wife, I just couldn't let that stand. I had to do something. Make sure Donald Trump wasn't nominee for the Republican party."" I believe life is precious. I think life is truly a gift from God and we're all equal under God's watchful eye. That's what I believe. And when anybody, anybody disparages people with disabilities, it sets me off. That's why I called him a jerk. What kind of person would you want to have in the presidency that does that. What point do we say, enough of this? Let's start solving problems. I'm Jeb Bush and I approve this message.",0,center,center,center,center,0,center,center
PRES_CLINTON_DNC_THE_LAST_STRAW,"[[0.06648553535342216, 7.051026581653527e-06, 0.40165489273411886, 0.0022908597851970364, 13.597253390720912, 7.472834632998066e-05, 0.2179484282221113], [11.311764731026495, 6.340530513695595e-05, 0.043486495906234275, 0.0005088895617897692, 2.8602481736159797, 2.073762821356119e-05, 0.06962093759057245], [5.659899294834546e-05, 5.033276622265735e-06, 1.2307767274196386, 0.0004487049922412805, 1.4325650935815966, 4.6784405936251225e-05, 14.002768091530724], [0.44463835656642914, 0.003484726351286684, 0.7131797394582203, 0.07915883990270751, 11.12249663897923, 0.005602350990687098, 1.9171540226255144], [5.239608846003512e-10, 4.987290940537927e-20, 3.556002218875674e-11, 14.053934812545776, 2.705839322444551e-09, 3.4001339648576893e-06, 0.2317757478782109]]","I'm Ben Carson and I'm running for president. The political class and their pundit buddy say impossible. He's to upside the box. Well, they do know impossible. Impossible to balance the budget and possible to get border security and possible to put aside partisanship. I'm Ben Carson. I'm running for president and I'm very much outside the box. There must be a good idea in there, somewhere. I'm Ben Carson and I approve this message.",center,base,0,0,0,0,both,center
PRES_CLINTON_EVERY_CHILD,"[[0.00820528281187589, 0.0012198412805507455, 0.49035055659503524, 1.2256423753467884, 14.129946275520838, 0.00014165345512825398, 0.4710253206888922], [0.001159082247144234, 3.905520706711724e-08, 0.9593864040601751, 0.2858883813553152, 14.48535146034604, 0.002372576992236145, 0.9325095381964201], [0.0038923655265329, 2.8428971745452928e-06, 0.4668271298441651, 0.0007480791221730513, 16.19430341203233, 0.0003196456630516644, 0.0005731030075959139], [0.09814588820664097, 1.3472570293567784e-06, 1.4538820720727863, 0.5226633616681444, 9.087384763149078, 0.01570437762401545, 5.488885008312606], [0.08826699271349063, 1.7973215090180654e-05, 0.8050982069043389, 0.0025214138061873245, 4.760002268583485, 0.0008118459545471401, 10.669812677883439], [0.08319854796479986, 1.2739604121155787e-06, 1.9842989430799083, 0.04232888531953542, 9.43125167292414, 0.00020240928594544453, 5.124392920749893]]","Leadership matters, it matters for our country and American leadership matters for the world. But if we're going to leave, we have to stop worrying about being loved and start caring about being respected again. I am not looking to be the most popular guy who looks in your eyes every day and try to figure out what you want to hear. Say it and then turn around and do something else. I mean, when I say and I say what I mean, and that's what America needs right now. I'm Chris Christie and I approve this message.",both,both,both,0,both,both,center,both
PRES_CLINTON_EVERY_CORNER,,"There's no one else who is running for president of the United States was actually been responsible for prosecuting investigating terrorist. Hillary Clinton will be nothing more than a third term of Barack Obama. She was one of the architects of this foreign policy. We need to send a clear and strong message to our adversaries that there are clear limits to your conduct. And if you violate those, America is going to hold you to account. President that would be the top priority to protect the lives of the people of the United States of America. I'm Chris Christie and I approve this message.",center,center,center,0,0,center,0,0
PRES_CLINTON_LET'S_MOVE_FORWARD,"[[0.0006620586126311016, 1.3011104664221512e-12, 3.094287429537092, 0.009890502717878138, 2.7965271047183444, 0.000498752498450423, 8.383848837443761], [5.107785889414116e-05, 1.7812921225383586e-13, 0.0586418469930796, 6.726693051455042e-06, 14.226200747348626, 1.0141723561650985e-12, 0.0008141434816791649], [0.00015146704303776543, 4.9294021838430175e-15, 4.610925454423508, 10.683048216457054, 0.3002395039328855, 0.006638830389760882, 0.7255261979589644], [0.0022788244526511852, 6.036101748827738e-14, 12.227456749863977, 0.7641897189674555, 3.41671083143869, 0.03735369557761871, 0.21173574849139912]]","I believe in building ladders of opportunity for people. Knocking down the barriers that stand in the way. Hillary knows education is the way up to a good job. A decent living. So she wants preschool for every child great teachers and college without crushing debt. Together we can break down barriers for our kids, so they get the education they need and deserve. No matter what ZIP code they live in. I'm Hillary Clinton and I approve this message.",center,center,center,0,center,0,0,0
PRES_CLINTON_LYNN'S_FAMILY,"[[0.009441511810678113, 9.792666772499214e-13, 0.47856749849706903, 3.8193786941525844e-05, 0.5521630476178215, 0.0001573845573146743, 13.245345988998722], [2.7287376980774463, 5.100383026550485e-07, 0.016026782193853218, 0.05682705765056872, 13.160930373843017, 4.4002891132934925e-06, 0.36400400330130583]]",American people can't afford to wait for ideas that sound good on paper but will never make it in the real world. A grandmother who has to choose between paying for medicine and paying rent can't wait. A single mom who desperately needs a raise can't wait. A student with a mountain of debt can't wait. We can make real progress right now for people and families who need it. I'm Hillary Clinton and I approve this message.,center,center,0,0,center,0,0,0
PRES_CLINTON_ONLY_WAY,"[[0.000740986641695989, 1.1273554760304422e-14, 1.306877817426409, 0.0013807550463492849, 12.97370365687779, 1.0328592584382282e-07, 0.003011262119148991], [1.4602997225587434e-05, 7.974457643249587e-14, 9.31702361061819e-05, 14.579286113002611, 0.00039309957333896864, 5.785467592634672e-06, 2.0382830225313326], [2.5849697257347453, 0.04185723456847363, 1.5178612140674974, 9.850852565731048, 0.22184961866436118, 0.028417174668569415, 0.03990706493790196], [0.009101757314056158, 4.5996070444484107e-07, 0.46074523457459043, 0.0009777638687020434, 0.004447705162289951, 13.808789423533849, 0.0016520494162770255], [0.08166450650183721, 0.0005318538034223031, 6.956875302078504, 0.25376691181946454, 0.014887893285010594, 6.801961534597716, 0.1760264403212936], [1.2466939432280404, 9.489102532305488e-06, 1.6290741307394845, 1.3051902609212058, 0.4349092021584511, 0.8303566702774593, 8.839480366025652], [0.5298397902931485, 0.0008770408125461213, 8.688110113143921, 0.12374907465917724, 0.13149874284863472, 4.650350979396275, 0.16128804002489364], [4.013483252647798, 0.01015257500090152, 1.897393067238599, 6.899127349631202, 0.19669961026223448, 0.49546470359608896, 0.7733945264455394], [0.03458195508148422, 2.221085875329483e-06, 1.7677147477889235, 2.046367794568427, 11.995718959163458, 0.001913965955401508, 0.8203669311585199], [3.4158734752038113, 0.0015137953837980288, 0.0365166940418619, 0.012570356913195843, 4.144883546695431, 5.8120453032084177e-05, 8.715114400352212], [2.0794500148857872e-07, 1.0474409825921793e-19, 0.9429632493301333, 0.004368733476397023, 0.11775792902187786, 0.00018584838594939908, 13.220438062411267], [0.23795290977391179, 2.9258359150744503e-06, 0.026655016414175513, 0.05013074277364991, 12.407976604113397, 1.5856816778776526e-05, 3.942941149516502], [5.5458003081696745, 0.08103350212079312, 4.823174796142299, 0.3629636186062494, 1.4098136104634025, 0.50982604825126, 1.5531028742742559], [0.0027424216774165782, 0.0008279599543296412, 0.021971189728684327, 14.246043986272028, 0.011614336592707091, 3.2235719610227125e-05, 0.002482377273709782], [0.6987662187644413, 0.0007550280965265951, 2.194257080554962, 1.4179306370871407, 0.12710286038262503, 7.453164884022304, 2.393738712583269], [9.199580975941249, 0.004938116762787104, 2.7166264397757396, 0.23411083966493607, 1.4243543148040771, 0.1991188818854945, 0.5069847617830548]]","I spent 22 years in the Air Force and I was a republican for every one of them. I was rationalizing Donald Trump's behaviors until I heard that tape. That was the last straw. I don't want my granddaughter thinking It's okay to be treated that way and my grandson growing up thinking that's how you should treat women. That scares me. That scares me a lot. So Hillary's got my vote. We don't see eye to eye on everything, but she's strong and I respect her and she's someone that my grandkids can respect too. I'm Hillary Clinton and I approve this message.",center,center,0,center,0,0,0,0
PRES_CLINTON_ROLE_MODELS_60,"[[0.002465720526893064, 7.176353273050143e-08, 0.09298187436481135, 14.079674640363647, 0.010769281047348186, 0.05451967000759235, 0.045303776899631006], [0.057829836649554114, 1.8161577892377473e-06, 0.1554866720523153, 0.019578635692596436, 1.0322365377630507, 0.001691532608154895, 13.01888908658709], [0.0014271784623685693, 8.911018767321366e-06, 7.018998725730594e-05, 14.229031120027814, 0.054850499145686626, 1.866462540078828e-09, 0.0003261518941144459], [0.13685080553024856, 7.623383850716205e-06, 0.5678506111916231, 0.02862255708777764, 10.836001257507167, 0.00042814856744037257, 4.7567697203889185], [0.064337681954257, 0.008940016415702698, 9.521604540333385, 0.00139824153471419, 6.613113379344719, 1.3491743783823053e-05, 0.11712359561725937], [1.8399962228165285, 0.004963452478737703, 6.905385953685648, 5.780381821912515, 1.0957264596309446, 0.28962284817844935, 0.4104552659160247], [0.1785761735750679, 7.367675405079871e-06, 0.16851550389630574, 1.04077274872406, 13.535186584052012, 2.735236835893176e-05, 1.7435809100677715], [0.02113041646837131, 0.004181167174931269, 1.4060046273106326, 9.286246540951922, 1.6389188885243104, 0.022530112054129497, 4.287654833130367], [0.000675768787009361, 2.6345472396567294e-09, 1.2602834428841903, 0.0003817114109698616, 13.756532330667696, 1.4611695668392686e-06, 1.6487914453926777]]","""Do you think when you are a present, you'll be paid as much as if you were a male?"" This is one of the jobs where they have to pay me the same. There are so many examples where that doesn't happen. I'm going to do everything I can to make sure every woman in every job gets paid the same as the man who are doing that job. I'm Hillary Clinton and I approve this message.",center,center,center,0,0,both,0,0
PRES_CLINTON_SOMEPLACE,"[[0.06556386240622579, 9.547984196185636e-06, 13.098312458213496, 0.029565890018806832, 2.1859198048406716, 0.3587253801676734, 0.5884334007848283], [1.1075805965929806, 2.2219471621420935e-05, 2.934148938071971, 0.003327544462600989, 11.561864264765564, 0.009543221082766446, 0.7100444001962944], [0.02244652833371442, 1.0740040154655745e-09, 0.06299271893910874, 0.014541842062605925, 13.966005533097348, 1.209814135493463e-07, 2.260543177930676], [0.16341241342680796, 6.48582546399926e-07, 0.15168068930506706, 0.003964887582696974, 0.5449206701346806, 0.0012259804602113686, 13.420509440558297]]","The republicans weren't going after President Obama. They were coming after me. His attorney general, and the cabin and I served with Hillary Clinton. I have known her for almost 25 years. This is the woman who's for her whole life stays for children, to protect civil rights, voting rights and Hilary is pushing hard for tougher gun laws and police accountability. If you want to make sure republicans don't take us backward help Hillary move us forward. I am Hilary Clinton and I approve this message.",center,center,center,0,0,center,0,0
